sequence,tx_ns,rx_ns,latency_ns
8006,200000000,200016214,16214
8007,200000000,200016216,16216
8008,200000000,200016218,16218
8009,200000000,200016220,16220
8010,200000000,200016222,16222
8011,200000000,200016224,16224
8012,200000000,200016226,16226
8013,200000000,200016228,16228
8014,200000000,200016230,16230
8015,200000000,200016232,16232
8016,200000000,200016234,16234
8017,200000000,200016236,16236
8018,200000000,200016238,16238
8019,200000000,200016240,16240
8020,200000000,200016242,16242
8021,200000000,200016244,16244
8022,200000000,200016246,16246
8023,200000000,200016248,16248
8024,200000000,200016250,16250
8025,200000000,200016252,16252
8026,200000000,200016254,16254
8027,200000000,200016256,16256
8028,200000000,200016258,16258
8029,200000000,200016260,16260
8030,200000000,200016262,16262
8031,200000000,200016264,16264
8032,200000000,200016266,16266
8033,200000000,200016268,16268
8034,200000000,200016270,16270
8035,200000000,200016272,16272
8036,200000000,200016274,16274
8037,200000000,200016276,16276
8038,200000000,200016278,16278
8039,200000000,200016280,16280
8040,200000000,200016282,16282
8041,200000000,200016284,16284
8042,200000000,200016286,16286
8043,200000000,200016288,16288
8044,200000000,200016290,16290
8045,200000000,200016292,16292
8046,200000000,200016294,16294
8047,200000000,200016296,16296
8048,200000000,200016298,16298
8049,200000000,200016300,16300
8050,200000000,200016302,16302
8051,200000000,200016304,16304
8052,200000000,200016306,16306
8053,200000000,200016308,16308
8054,200000000,200016310,16310
8055,200000000,200016312,16312
8056,200000000,200016314,16314
8057,200000000,200016316,16316
8058,200000000,200016318,16318
8059,200000000,200016320,16320
8060,200000000,200016322,16322
8061,200000000,200016324,16324
8062,200000000,200016326,16326
8063,200000000,200016328,16328
8064,200000000,200016330,16330
8065,200000000,200016332,16332
8066,200000000,200016334,16334
8067,200000000,200016336,16336
8068,200000000,200016338,16338
8069,200000000,200016340,16340
8070,200000000,200016342,16342
8071,200000000,200016344,16344
8072,200000000,200016346,16346
8073,200000000,200016348,16348
8074,200000000,200016350,16350
8075,200000000,200016352,16352
8076,200000000,200016354,16354
8077,200000000,200016356,16356
8078,200000000,200016358,16358
8079,200000000,200016360,16360
8080,200000000,200016362,16362
8081,200000000,200016364,16364
8082,200000000,200016366,16366
8083,200000000,200016368,16368
8084,200000000,200016370,16370
8085,200000000,200016372,16372
8086,200000000,200016374,16374
8087,200000000,200016376,16376
8088,200000000,200016378,16378
8089,200000000,200016380,16380
8090,200000000,200016382,16382
8091,200000000,200016384,16384
8092,200000000,200016386,16386
8093,200000000,200016388,16388
8094,200000000,200016390,16390
8095,200000000,200016392,16392
8096,200000000,200016394,16394
8097,200000000,200016396,16396
8098,200000000,200016398,16398
8099,200000000,200016400,16400
8100,200000000,200016402,16402
8101,200000000,200016404,16404
8102,200000000,200016406,16406
8103,200000000,200016408,16408
8104,200000000,200016410,16410
8105,200000000,200016412,16412
8106,200000000,200016414,16414
8107,200000000,200016416,16416
8108,200000000,200016418,16418
8109,200000000,200016420,16420
8110,200000000,200016422,16422
8111,200000000,200016424,16424
8112,200000000,200016426,16426
8113,200000000,200016428,16428
8114,200000000,200016430,16430
8115,200000000,200016432,16432
8116,200000000,200016434,16434
8117,200000000,200016436,16436
8118,200000000,200016438,16438
8119,200000000,200016440,16440
8120,200000000,200016442,16442
8121,200000000,200016444,16444
8122,200000000,200016446,16446
8123,200000000,200016448,16448
8124,200000000,200016450,16450
8125,200000000,200016452,16452
8126,200000000,200016454,16454
8127,200000000,200016456,16456
8128,200000000,200016458,16458
8129,200000000,200016460,16460
8130,200000000,200016462,16462
8131,200000000,200016464,16464
8132,200000000,200016466,16466
8133,200000000,200016468,16468
8134,200000000,200016470,16470
8135,200000000,200016472,16472
8136,200000000,200016474,16474
8137,200000000,200016476,16476
8138,200000000,200016478,16478
8139,200000000,200016480,16480
8140,200000000,200016482,16482
8141,200000000,200016484,16484
8142,200000000,200016486,16486
8143,200000000,200016488,16488
8144,200000000,200016490,16490
8145,200000000,200016492,16492
8146,200000000,200016494,16494
8147,200000000,200016496,16496
8148,200000000,200016498,16498
8149,200000000,200016500,16500
8150,200000000,200016502,16502
8151,200000000,200016504,16504
8152,200000000,200016506,16506
8153,200000000,200016508,16508
8154,200000000,200016510,16510
8155,200000000,200016512,16512
8156,200000000,200016514,16514
8157,200000000,200016516,16516
8158,200000000,200016518,16518
8159,200000000,200016520,16520
8160,200000000,200016522,16522
8161,200000000,200016524,16524
8162,200000000,200016526,16526
8163,200000000,200016528,16528
8164,200000000,200016530,16530
8165,200000000,200016532,16532
8166,200000000,200016534,16534
8167,200000000,200016536,16536
8168,200000000,200016538,16538
8169,200000000,200016540,16540
8170,200000000,200016542,16542
8171,200000000,200016544,16544
8172,200000000,200016546,16546
8173,200000000,200016548,16548
8174,200000000,200016550,16550
8175,200000000,200016552,16552
8176,200000000,200016554,16554
8177,200000000,200016556,16556
8178,200000000,200016558,16558
8179,200000000,200016560,16560
8180,200000000,200016562,16562
8181,200000000,200016564,16564
8182,200000000,200016566,16566
8183,200000000,200016568,16568
8184,200000000,200016570,16570
8185,200000000,200016572,16572
8186,200000000,200016574,16574
8187,200000000,200016576,16576
8188,200000000,200016578,16578
8189,200000000,200016580,16580
8190,200000000,200016582,16582
8191,200000000,200016584,16584
8192,200000000,200016586,16586
8193,200000000,200016588,16588
8194,200000000,200016590,16590
8195,200000000,200016592,16592
8196,200000000,200016594,16594
8197,200000000,200016596,16596
8198,200000000,200016598,16598
8199,200000000,200016600,16600
8200,200000000,200016602,16602
8201,200000000,200016604,16604
8202,200000000,200016606,16606
8203,200000000,200016608,16608
8204,200000000,200016610,16610
8205,200000000,200016612,16612
8206,200000000,200016614,16614
8207,200000000,200016616,16616
8208,200000000,200016618,16618
8209,200000000,200016620,16620
8210,200000000,200016622,16622
8211,200000000,200016624,16624
8212,200000000,200016626,16626
8213,200000000,200016628,16628
8214,200000000,200016630,16630
8215,200000000,200016632,16632
8216,200000000,200016634,16634
8217,200000000,200016636,16636
8218,200000000,200016638,16638
8219,200000000,200016640,16640
8220,200000000,200016642,16642
8221,200000000,200016644,16644
8222,200000000,200016646,16646
8223,200000000,200016648,16648
8224,200000000,200016650,16650
8225,200000000,200016652,16652
8226,200000000,200016654,16654
8227,200000000,200016656,16656
8228,200000000,200016658,16658
8229,200000000,200016660,16660
8230,200000000,200016662,16662
8231,200000000,200016664,16664
8232,200000000,200016666,16666
8233,200000000,200016668,16668
8234,200000000,200016670,16670
8235,200000000,200016672,16672
8236,200000000,200016674,16674
8237,200000000,200016676,16676
8238,200000000,200016678,16678
8239,200000000,200016680,16680
8240,200000000,200016682,16682
8241,200000000,200016684,16684
8242,200000000,200016686,16686
8243,200000000,200016688,16688
8244,200000000,200016690,16690
8245,200000000,200016692,16692
8246,200000000,200016694,16694
8247,200000000,200016696,16696
8248,200000000,200016698,16698
8249,200000000,200016700,16700
8250,200000000,200016702,16702
8251,200000000,200016704,16704
8252,200000000,200016706,16706
8253,200000000,200016708,16708
8254,200000000,200016710,16710
8255,200000000,200016712,16712
8256,200000000,200016714,16714
8257,200000000,200016716,16716
8258,200000000,200016718,16718
8259,200000000,200016720,16720
8260,200000000,200016722,16722
8261,200000000,200016724,16724
8262,200000000,200016726,16726
8263,200000000,200016728,16728
8264,200000000,200016730,16730
8265,200000000,200016732,16732
8266,200000000,200016734,16734
8267,200000000,200016736,16736
8268,200000000,200016738,16738
8269,200000000,200016740,16740
8270,200000000,200016742,16742
8271,200000000,200016744,16744
8272,200000000,200016746,16746
8273,200000000,200016748,16748
8274,200000000,200016750,16750
8275,200000000,200016752,16752
8276,200000000,200016754,16754
8277,200000000,200016756,16756
8278,200000000,200016758,16758
8279,200000000,200016760,16760
8280,200000000,200016762,16762
8281,200000000,200016764,16764
8282,200000000,200016766,16766
8283,200000000,200016768,16768
8284,200000000,200016770,16770
8285,200000000,200016772,16772
8286,200000000,200016774,16774
8287,200000000,200016776,16776
8288,200000000,200016778,16778
8289,200000000,200016780,16780
8290,200000000,200016782,16782
8291,200000000,200016784,16784
8292,200000000,200016786,16786
8293,200000000,200016788,16788
8294,200000000,200016790,16790
8295,200000000,200016792,16792
8296,200000000,200016794,16794
8297,200000000,200016796,16796
8298,200000000,200016798,16798
8299,200000000,200016800,16800
8300,200000000,200016802,16802
8301,200000000,200016804,16804
8302,200000000,200016806,16806
8303,200000000,200016808,16808
8304,200000000,200016810,16810
8305,200000000,200016812,16812
8306,200000000,200016814,16814
8307,200000000,200016816,16816
8308,200000000,200016818,16818
8309,200000000,200016820,16820
8310,200000000,200016822,16822
8311,200000000,200016824,16824
8312,200000000,200016826,16826
8313,200000000,200016828,16828
8314,200000000,200016830,16830
8315,200000000,200016832,16832
8316,200000000,200016834,16834
8317,200000000,200016836,16836
8318,200000000,200016838,16838
8319,200000000,200016840,16840
8320,200000000,200016842,16842
8321,200000000,200016844,16844
8322,200000000,200016846,16846
8323,200000000,200016848,16848
8324,200000000,200016850,16850
8325,200000000,200016852,16852
8326,200000000,200016854,16854
8327,200000000,200016856,16856
8328,200000000,200016858,16858
8329,200000000,200016860,16860
8330,200000000,200016862,16862
8331,200000000,200016864,16864
8332,200000000,200016866,16866
8333,200000000,200016868,16868
8334,200000000,200016870,16870
8335,200000000,200016872,16872
8336,200000000,200016874,16874
8337,200000000,200016876,16876
8338,200000000,200016878,16878
8339,200000000,200016880,16880
8340,200000000,200016882,16882
8341,200000000,200016884,16884
8342,200000000,200016886,16886
8343,200000000,200016888,16888
8344,200000000,200016890,16890
8345,200000000,200016892,16892
8346,200000000,200016894,16894
8347,200000000,200016896,16896
8348,200000000,200016898,16898
8349,200000000,200016900,16900
8350,200000000,200016902,16902
8351,200000000,200016904,16904
8352,200000000,200016906,16906
8353,200000000,200016908,16908
8354,200000000,200016910,16910
8355,200000000,200016912,16912
8356,200000000,200016914,16914
8357,200000000,200016916,16916
8358,200000000,200016918,16918
8359,200000000,200016920,16920
8360,200000000,200016922,16922
8361,200000000,200016924,16924
8362,200000000,200016926,16926
8363,200000000,200016928,16928
8364,200000000,200016930,16930
8365,200000000,200016932,16932
8366,200000000,200016934,16934
8367,200000000,200016936,16936
8368,200000000,200016938,16938
8369,200000000,200016940,16940
8370,200000000,200016942,16942
8371,200000000,200016944,16944
8372,200000000,200016946,16946
8373,200000000,200016948,16948
8374,200000000,200016950,16950
8375,200000000,200016952,16952
8376,200000000,200016954,16954
8377,200000000,200016956,16956
8378,200000000,200016958,16958
8379,200000000,200016960,16960
8380,200000000,200016962,16962
8381,200000000,200016964,16964
8382,200000000,200016966,16966
8383,200000000,200016968,16968
8384,200000000,200016970,16970
8385,200000000,200016972,16972
8386,200000000,200016974,16974
8387,200000000,200016976,16976
8388,200000000,200016978,16978
8389,200000000,200016980,16980
8390,200000000,200016982,16982
8391,200000000,200016984,16984
8392,200000000,200016986,16986
8393,200000000,200016988,16988
8394,200000000,200016990,16990
8395,200000000,200016992,16992
8396,200000000,200016994,16994
8397,200000000,200016996,16996
8398,200000000,200016998,16998
8399,200000000,200017000,17000
8400,200000000,200017002,17002
8401,200000000,200017004,17004
8402,200000000,200017006,17006
8403,200000000,200017008,17008
8404,200000000,200017010,17010
8405,200000000,200017012,17012
8406,200000000,200017014,17014
8407,200000000,200017016,17016
8408,200000000,200017018,17018
8409,200000000,200017020,17020
8410,200000000,200017022,17022
8411,200000000,200017024,17024
8412,200000000,200017026,17026
8413,200000000,200017028,17028
8414,200000000,200017030,17030
8415,200000000,200017032,17032
8416,200000000,200017034,17034
8417,200000000,200017036,17036
8418,200000000,200017038,17038
8419,200000000,200017040,17040
8420,200000000,200017042,17042
8421,200000000,200017044,17044
8422,200000000,200017046,17046
8423,200000000,200017048,17048
8424,200000000,200017050,17050
8425,200000000,200017052,17052
8426,200000000,200017054,17054
8427,200000000,200017056,17056
8428,200000000,200017058,17058
8429,200000000,200017060,17060
8430,200000000,200017062,17062
8431,200000000,200017064,17064
8432,200000000,200017066,17066
8433,200000000,200017068,17068
8434,200000000,200017070,17070
8435,200000000,200017072,17072
8436,200000000,200017074,17074
8437,200000000,200017076,17076
8438,200000000,200017078,17078
8439,200000000,200017080,17080
8440,200000000,200017082,17082
8441,200000000,200017084,17084
8442,200000000,200017086,17086
8443,200000000,200017088,17088
8444,200000000,200017090,17090
8445,200000000,200017092,17092
8446,200000000,200017094,17094
8447,200000000,200017096,17096
8448,200000000,200017098,17098
8449,200000000,200017100,17100
8450,200000000,200017102,17102
8451,200000000,200017104,17104
8452,200000000,200017106,17106
8453,200000000,200017108,17108
8454,200000000,200017110,17110
8455,200000000,200017112,17112
8456,200000000,200017114,17114
8457,200000000,200017116,17116
8458,200000000,200017118,17118
8459,200000000,200017120,17120
8460,200000000,200017122,17122
8461,200000000,200017124,17124
8462,200000000,200017126,17126
8463,200000000,200017128,17128
8464,200000000,200017130,17130
8465,200000000,200017132,17132
8466,200000000,200017134,17134
8467,200000000,200017136,17136
8468,200000000,200017138,17138
8469,200000000,200017140,17140
8470,200000000,200017142,17142
8471,200000000,200017144,17144
8472,200000000,200017146,17146
8473,200000000,200017148,17148
8474,200000000,200017150,17150
8475,200000000,200017152,17152
8476,200000000,200017154,17154
8477,200000000,200017156,17156
8478,200000000,200017158,17158
8479,200000000,200017160,17160
8480,200000000,200017162,17162
8481,200000000,200017164,17164
8482,200000000,200017166,17166
8483,200000000,200017168,17168
8484,200000000,200017170,17170
8485,200000000,200017172,17172
8486,200000000,200017174,17174
8487,200000000,200017176,17176
8488,200000000,200017178,17178
8489,200000000,200017180,17180
8490,200000000,200017182,17182
8491,200000000,200017184,17184
8492,200000000,200017186,17186
8493,200000000,200017188,17188
8494,200000000,200017190,17190
8495,200000000,200017192,17192
8496,200000000,200017194,17194
8497,200000000,200017196,17196
8498,200000000,200017198,17198
8499,200000000,200017200,17200
8500,200000000,200017202,17202
8501,200000000,200017204,17204
8502,200000000,200017206,17206
8503,200000000,200017208,17208
8504,200000000,200017210,17210
8505,200000000,200017212,17212
8506,200000000,200017214,17214
8507,200000000,200017216,17216
8508,200000000,200017218,17218
8509,200000000,200017220,17220
8510,200000000,200017222,17222
8511,200000000,200017224,17224
8512,200000000,200017226,17226
8513,200000000,200017228,17228
8514,200000000,200017230,17230
8515,200000000,200017232,17232
8516,200000000,200017234,17234
8517,200000000,200017236,17236
8518,200000000,200017238,17238
8519,200000000,200017240,17240
8520,200000000,200017242,17242
8521,200000000,200017244,17244
8522,200000000,200017246,17246
8523,200000000,200017248,17248
8524,200000000,200017250,17250
8525,200000000,200017252,17252
8526,200000000,200017254,17254
8527,200000000,200017256,17256
8528,200000000,200017258,17258
8529,200000000,200017260,17260
8530,200000000,200017262,17262
8531,200000000,200017264,17264
8532,200000000,200017266,17266
8533,200000000,200017268,17268
8534,200000000,200017270,17270
8535,200000000,200017272,17272
8536,200000000,200017274,17274
8537,200000000,200017276,17276
8538,200000000,200017278,17278
8539,200000000,200017280,17280
8540,200000000,200017282,17282
8541,200000000,200017284,17284
8542,200000000,200017286,17286
8543,200000000,200017288,17288
8544,200000000,200017290,17290
8545,200000000,200017292,17292
8546,200000000,200017294,17294
8547,200000000,200017296,17296
8548,200000000,200017298,17298
8549,200000000,200017300,17300
8550,200000000,200017302,17302
8551,200000000,200017304,17304
8552,200000000,200017306,17306
8553,200000000,200017308,17308
8554,200000000,200017310,17310
8555,200000000,200017312,17312
8556,200000000,200017314,17314
8557,200000000,200017316,17316
8558,200000000,200017318,17318
8559,200000000,200017320,17320
8560,200000000,200017322,17322
8561,200000000,200017324,17324
8562,200000000,200017326,17326
8563,200000000,200017328,17328
8564,200000000,200017330,17330
8565,200000000,200017332,17332
8566,200000000,200017334,17334
8567,200000000,200017336,17336
8568,200000000,200017338,17338
8569,200000000,200017340,17340
8570,200000000,200017342,17342
8571,200000000,200017344,17344
8572,200000000,200017346,17346
8573,200000000,200017348,17348
8574,200000000,200017350,17350
8575,200000000,200017352,17352
8576,200000000,200017354,17354
8577,200000000,200017356,17356
8578,200000000,200017358,17358
8579,200000000,200017360,17360
8580,200000000,200017362,17362
8581,200000000,200017364,17364
8582,200000000,200017366,17366
8583,200000000,200017368,17368
8584,200000000,200017370,17370
8585,200000000,200017372,17372
8586,200000000,200017374,17374
8587,200000000,200017376,17376
8588,200000000,200017378,17378
8589,200000000,200017380,17380
8590,200000000,200017382,17382
8591,200000000,200017384,17384
8592,200000000,200017386,17386
8593,200000000,200017388,17388
8594,200000000,200017390,17390
8595,200000000,200017392,17392
8596,200000000,200017394,17394
8597,200000000,200017396,17396
8598,200000000,200017398,17398
8599,200000000,200017400,17400
8600,200000000,200017402,17402
8601,200000000,200017404,17404
8602,200000000,200017406,17406
8603,200000000,200017408,17408
8604,200000000,200017410,17410
8605,200000000,200017412,17412
8606,200000000,200017414,17414
8607,200000000,200017416,17416
8608,200000000,200017418,17418
8609,200000000,200017420,17420
8610,200000000,200017422,17422
8611,200000000,200017424,17424
8612,200000000,200017426,17426
8613,200000000,200017428,17428
8614,200000000,200017430,17430
8615,200000000,200017432,17432
8616,200000000,200017434,17434
8617,200000000,200017436,17436
8618,200000000,200017438,17438
8619,200000000,200017440,17440
8620,200000000,200017442,17442
8621,200000000,200017444,17444
8622,200000000,200017446,17446
8623,200000000,200017448,17448
8624,200000000,200017450,17450
8625,200000000,200017452,17452
8626,200000000,200017454,17454
8627,200000000,200017456,17456
8628,200000000,200017458,17458
8629,200000000,200017460,17460
8630,200000000,200017462,17462
8631,200000000,200017464,17464
8632,200000000,200017466,17466
8633,200000000,200017468,17468
8634,200000000,200017470,17470
8635,200000000,200017472,17472
8636,200000000,200017474,17474
8637,200000000,200017476,17476
8638,200000000,200017478,17478
8639,200000000,200017480,17480
8640,200000000,200017482,17482
8641,200000000,200017484,17484
8642,200000000,200017486,17486
8643,200000000,200017488,17488
8644,200000000,200017490,17490
8645,200000000,200017492,17492
8646,200000000,200017494,17494
8647,200000000,200017496,17496
8648,200000000,200017498,17498
8649,200000000,200017500,17500
8650,200000000,200017502,17502
8651,200000000,200017504,17504
8652,200000000,200017506,17506
8653,200000000,200017508,17508
8654,200000000,200017510,17510
8655,200000000,200017512,17512
8656,200000000,200017514,17514
8657,200000000,200017516,17516
8658,200000000,200017518,17518
8659,200000000,200017520,17520
8660,200000000,200017522,17522
8661,200000000,200017524,17524
8662,200000000,200017526,17526
8663,200000000,200017528,17528
8664,200000000,200017530,17530
8665,200000000,200017532,17532
8666,200000000,200017534,17534
8667,200000000,200017536,17536
8668,200000000,200017538,17538
8669,200000000,200017540,17540
8670,200000000,200017542,17542
8671,200000000,200017544,17544
8672,200000000,200017546,17546
8673,200000000,200017548,17548
8674,200000000,200017550,17550
8675,200000000,200017552,17552
8676,200000000,200017554,17554
8677,200000000,200017556,17556
8678,200000000,200017558,17558
8679,200000000,200017560,17560
8680,200000000,200017562,17562
8681,200000000,200017564,17564
8682,200000000,200017566,17566
8683,200000000,200017568,17568
8684,200000000,200017570,17570
8685,200000000,200017572,17572
8686,200000000,200017574,17574
8687,200000000,200017576,17576
8688,200000000,200017578,17578
8689,200000000,200017580,17580
8690,200000000,200017582,17582
8691,200000000,200017584,17584
8692,200000000,200017586,17586
8693,200000000,200017588,17588
8694,200000000,200017590,17590
8695,200000000,200017592,17592
8696,200000000,200017594,17594
8697,200000000,200017596,17596
8698,200000000,200017598,17598
8699,200000000,200017600,17600
8700,200000000,200017602,17602
8701,200000000,200017604,17604
8702,200000000,200017606,17606
8703,200000000,200017608,17608
8704,200000000,200017610,17610
8705,200000000,200017612,17612
8706,200000000,200017614,17614
8707,200000000,200017616,17616
8708,200000000,200017618,17618
8709,200000000,200017620,17620
8710,200000000,200017622,17622
8711,200000000,200017624,17624
8712,200000000,200017626,17626
8713,200000000,200017628,17628
8714,200000000,200017630,17630
8715,200000000,200017632,17632
8716,200000000,200017634,17634
8717,200000000,200017636,17636
8718,200000000,200017638,17638
8719,200000000,200017640,17640
8720,200000000,200017642,17642
8721,200000000,200017644,17644
8722,200000000,200017646,17646
8723,200000000,200017648,17648
8724,200000000,200017650,17650
8725,200000000,200017652,17652
8726,200000000,200017654,17654
8727,200000000,200017656,17656
8728,200000000,200017658,17658
8729,200000000,200017660,17660
8730,200000000,200017662,17662
8731,200000000,200017664,17664
8732,200000000,200017666,17666
8733,200000000,200017668,17668
8734,200000000,200017670,17670
8735,200000000,200017672,17672
8736,200000000,200017674,17674
8737,200000000,200017676,17676
8738,200000000,200017678,17678
8739,200000000,200017680,17680
8740,200000000,200017682,17682
8741,200000000,200017684,17684
8742,200000000,200017686,17686
8743,200000000,200017688,17688
8744,200000000,200017690,17690
8745,200000000,200017692,17692
8746,200000000,200017694,17694
8747,200000000,200017696,17696
8748,200000000,200017698,17698
8749,200000000,200017700,17700
8750,200000000,200017702,17702
8751,200000000,200017704,17704
8752,200000000,200017706,17706
8753,200000000,200017708,17708
8754,200000000,200017710,17710
8755,200000000,200017712,17712
8756,200000000,200017714,17714
8757,200000000,200017716,17716
8758,200000000,200017718,17718
8759,200000000,200017720,17720
8760,200000000,200017722,17722
8761,200000000,200017724,17724
8762,200000000,200017726,17726
8763,200000000,200017728,17728
8764,200000000,200017730,17730
8765,200000000,200017732,17732
8766,200000000,200017734,17734
8767,200000000,200017736,17736
8768,200000000,200017738,17738
8769,200000000,200017740,17740
8770,200000000,200017742,17742
8771,200000000,200017744,17744
8772,200000000,200017746,17746
8773,200000000,200017748,17748
8774,200000000,200017750,17750
8775,200000000,200017752,17752
8776,200000000,200017754,17754
8777,200000000,200017756,17756
8778,200000000,200017758,17758
8779,200000000,200017760,17760
8780,200000000,200017762,17762
8781,200000000,200017764,17764
8782,200000000,200017766,17766
8783,200000000,200017768,17768
8784,200000000,200017770,17770
8785,200000000,200017772,17772
8786,200000000,200017774,17774
8787,200000000,200017776,17776
8788,200000000,200017778,17778
8789,200000000,200017780,17780
8790,200000000,200017782,17782
8791,200000000,200017784,17784
8792,200000000,200017786,17786
8793,200000000,200017788,17788
8794,200000000,200017790,17790
8795,200000000,200017792,17792
8796,200000000,200017794,17794
8797,200000000,200017796,17796
8798,200000000,200017798,17798
8799,200000000,200017800,17800
8800,200000000,200017802,17802
8801,200000000,200017804,17804
8802,200000000,200017806,17806
8803,200000000,200017808,17808
8804,200000000,200017810,17810
8805,200000000,200017812,17812
8806,200000000,200017814,17814
8807,200000000,200017816,17816
8808,200000000,200017818,17818
8809,200000000,200017820,17820
8810,200000000,200017822,17822
8811,200000000,200017824,17824
8812,200000000,200017826,17826
8813,200000000,200017828,17828
8814,200000000,200017830,17830
8815,200000000,200017832,17832
8816,200000000,200017834,17834
8817,200000000,200017836,17836
8818,200000000,200017838,17838
8819,200000000,200017840,17840
8820,200000000,200017842,17842
8821,200000000,200017844,17844
8822,200000000,200017846,17846
8823,200000000,200017848,17848
8824,200000000,200017850,17850
8825,200000000,200017852,17852
8826,200000000,200017854,17854
8827,200000000,200017856,17856
8828,200000000,200017858,17858
8829,200000000,200017860,17860
8830,200000000,200017862,17862
8831,200000000,200017864,17864
8832,200000000,200017866,17866
8833,200000000,200017868,17868
8834,200000000,200017870,17870
8835,200000000,200017872,17872
8836,200000000,200017874,17874
8837,200000000,200017876,17876
8838,200000000,200017878,17878
8839,200000000,200017880,17880
8840,200000000,200017882,17882
8841,200000000,200017884,17884
8842,200000000,200017886,17886
8843,200000000,200017888,17888
8844,200000000,200017890,17890
8845,200000000,200017892,17892
8846,200000000,200017894,17894
8847,200000000,200017896,17896
8848,200000000,200017898,17898
8849,200000000,200017900,17900
8850,200000000,200017902,17902
8851,200000000,200017904,17904
8852,200000000,200017906,17906
8853,200000000,200017908,17908
8854,200000000,200017910,17910
8855,200000000,200017912,17912
8856,200000000,200017914,17914
8857,200000000,200017916,17916
8858,200000000,200017918,17918
8859,200000000,200017920,17920
8860,200000000,200017922,17922
8861,200000000,200017924,17924
8862,200000000,200017926,17926
8863,200000000,200017928,17928
8864,200000000,200017930,17930
8865,200000000,200017932,17932
8866,200000000,200017934,17934
8867,200000000,200017936,17936
8868,200000000,200017938,17938
8869,200000000,200017940,17940
8870,200000000,200017942,17942
8871,200000000,200017944,17944
8872,200000000,200017946,17946
8873,200000000,200017948,17948
8874,200000000,200017950,17950
8875,200000000,200017952,17952
8876,200000000,200017954,17954
8877,200000000,200017956,17956
8878,200000000,200017958,17958
8879,200000000,200017960,17960
8880,200000000,200017962,17962
8881,200000000,200017964,17964
8882,200000000,200017966,17966
8883,200000000,200017968,17968
8884,200000000,200017970,17970
8885,200000000,200017972,17972
8886,200000000,200017974,17974
8887,200000000,200017976,17976
8888,200000000,200017978,17978
8889,200000000,200017980,17980
8890,200000000,200017982,17982
8891,200000000,200017984,17984
8892,200000000,200017986,17986
8893,200000000,200017988,17988
8894,200000000,200017990,17990
8895,200000000,200017992,17992
8896,200000000,200017994,17994
8897,200000000,200017996,17996
8898,200000000,200017998,17998
8899,200000000,200018000,18000
8900,200000000,200018002,18002
8901,200000000,200018004,18004
8902,200000000,200018006,18006
8903,200000000,200018008,18008
8904,200000000,200018010,18010
8905,200000000,200018012,18012
8906,200000000,200018014,18014
8907,200000000,200018016,18016
8908,200000000,200018018,18018
8909,200000000,200018020,18020
8910,200000000,200018022,18022
8911,200000000,200018024,18024
8912,200000000,200018026,18026
8913,200000000,200018028,18028
8914,200000000,200018030,18030
8915,200000000,200018032,18032
8916,200000000,200018034,18034
8917,200000000,200018036,18036
8918,200000000,200018038,18038
8919,200000000,200018040,18040
8920,200000000,200018042,18042
8921,200000000,200018044,18044
8922,200000000,200018046,18046
8923,200000000,200018048,18048
8924,200000000,200018050,18050
8925,200000000,200018052,18052
8926,200000000,200018054,18054
8927,200000000,200018056,18056
8928,200000000,200018058,18058
8929,200000000,200018060,18060
8930,200000000,200018062,18062
8931,200000000,200018064,18064
8932,200000000,200018066,18066
8933,200000000,200018068,18068
8934,200000000,200018070,18070
8935,200000000,200018072,18072
8936,200000000,200018074,18074
8937,200000000,200018076,18076
8938,200000000,200018078,18078
8939,200000000,200018080,18080
8940,200000000,200018082,18082
8941,200000000,200018084,18084
8942,200000000,200018086,18086
8943,200000000,200018088,18088
8944,200000000,200018090,18090
8945,200000000,200018092,18092
8946,200000000,200018094,18094
8947,200000000,200018096,18096
8948,200000000,200018098,18098
8949,200000000,200018100,18100
8950,200000000,200018102,18102
8951,200000000,200018104,18104
8952,200000000,200018106,18106
8953,200000000,200018108,18108
8954,200000000,200018110,18110
8955,200000000,200018112,18112
8956,200000000,200018114,18114
8957,200000000,200018116,18116
8958,200000000,200018118,18118
8959,200000000,200018120,18120
8960,200000000,200018122,18122
8961,200000000,200018124,18124
8962,200000000,200018126,18126
8963,200000000,200018128,18128
8964,200000000,200018130,18130
8965,200000000,200018132,18132
8966,200000000,200018134,18134
8967,200000000,200018136,18136
8968,200000000,200018138,18138
8969,200000000,200018140,18140
8970,200000000,200018142,18142
8971,200000000,200018144,18144
8972,200000000,200018146,18146
8973,200000000,200018148,18148
8974,200000000,200018150,18150
8975,200000000,200018152,18152
8976,200000000,200018154,18154
8977,200000000,200018156,18156
8978,200000000,200018158,18158
8979,200000000,200018160,18160
8980,200000000,200018162,18162
8981,200000000,200018164,18164
8982,200000000,200018166,18166
8983,200000000,200018168,18168
8984,200000000,200018170,18170
8985,200000000,200018172,18172
8986,200000000,200018174,18174
8987,200000000,200018176,18176
8988,200000000,200018178,18178
8989,200000000,200018180,18180
8990,200000000,200018182,18182
8991,200000000,200018184,18184
8992,200000000,200018186,18186
8993,200000000,200018188,18188
8994,200000000,200018190,18190
8995,200000000,200018192,18192
8996,200000000,200018194,18194
8997,200000000,200018196,18196
8998,200000000,200018198,18198
8999,200000000,200018200,18200
9000,200000000,200018202,18202
9001,200000000,200018204,18204
9002,200000000,200018206,18206
9003,200000000,200018208,18208
